market,Supply_Growth_5yr,UPP_Change_5yr,Pop_Growth_5yr,Absorption_Pressure,Quadrant,Empirical_Rank_5yr
Long Island - NY,0.05579799969435051,0.0010971584576570832,0.0014854236789725306,-0.05431257601537798,Q2_LowSupply_TightPerCap,64.0
Los Angeles - CA,0.022217462901091833,0.0028849834027919047,-0.004274193706541363,-0.026491656607633196,Q3_LowSupply_Stagnant,124.0
Louisville - KY,0.056617000795212036,0.0024298387719973724,0.021930576892970954,-0.03468642390224108,Q3_LowSupply_Stagnant,26.0
Madison - WI,0.10456310554358628,0.00741600970842117,0.03438647784795168,-0.0701766276956346,Q4_HighSupply_Oversupply,110.0
Manchester - NH,0.05860090829415987,0.002221867631221515,0.019811598265863317,-0.03878931002829655,Q1_HighSupply_TightPerCap,18.0
McAllen - TX,0.04198280222559436,9.414434849834216e-05,0.037869869106603504,-0.004112933118990858,Q2_LowSupply_TightPerCap,117.0
Melbourne - FL,0.10508116415329938,0.002819937831327557,0.0435327119613782,-0.06154845219192118,Q4_HighSupply_Oversupply,34.0
Memphis - TN,0.019333034653368886,0.0007463786956067864,0.009489863016149735,-0.00984317163721915,Q2_LowSupply_TightPerCap,56.0
Miami - FL,0.11112965453599433,0.007329272341847187,0.011838495512766167,-0.09929115902322816,Q4_HighSupply_Oversupply,138.0
Milwaukee - WI,0.06579892130178511,0.005403840654213635,-0.004447127143077267,-0.07024604844486237,Q4_HighSupply_Oversupply,104.0
Minneapolis - MN,0.07124621669911568,0.0030609233735880426,0.029777382436800615,-0.04146883426231507,Q4_HighSupply_Oversupply,38.0
Mobile - AL,0.006754955115100936,-0.0003393189130519933,0.013078224961172946,0.0063232698460720105,Q2_LowSupply_TightPerCap,31.0
Modesto - CA,0.0063613995078917185,-0.00030394956511205565,0.01660721137487431,0.01024581186698259,Q2_LowSupply_TightPerCap,5.0
Montgomery - AL,0.01676295103702996,-0.00010357702759095783,0.018713018764182632,0.0019500677271526712,Q2_LowSupply_TightPerCap,49.0
Myrtle Beach - SC,0.18537548062200138,0.005159665731282417,0.07641437767989112,-0.10896110294211026,Q4_HighSupply_Oversupply,120.0
Naples - FL,0.14053744268976054,0.00345080054497119,0.04678316615959721,-0.09375427653016333,Q4_HighSupply_Oversupply,63.0
Nashville - TN,0.14545683348926786,0.00787110239286215,0.048432056722010675,-0.09702477676725718,Q4_HighSupply_Oversupply,150.0
New Haven - CT,0.08221411192214112,0.004291722098021172,-0.007174614717289196,-0.08938872663943032,Q4_HighSupply_Oversupply,76.0
New Orleans - LA,0.030709563441127408,0.0012303658588561778,0.0091621048345214,-0.021547458606606007,Q2_LowSupply_TightPerCap,136.0
New York - NY,0.0413985669823389,0.002610642366739399,0.016963591471482964,-0.02443497551085594,Q3_LowSupply_Stagnant,139.0
Norfolk - VA,0.045686248001972185,0.0024024128858178284,0.01133383953429501,-0.034352408467677176,Q3_LowSupply_Stagnant,39.0
Northern New Jersey - NJ,0.08035581573501327,0.004308601580384375,0.014141036886134994,-0.06621477884887828,Q4_HighSupply_Oversupply,140.0
Northwest Arkansas - AR,0.13307306190741763,0.005687976435245934,0.04911276402482123,-0.0839602978825964,Q4_HighSupply_Oversupply,36.0
Ocala - FL,0.24108889834113145,0.005012642300760345,0.05333023734822606,-0.1877586609929054,Q4_HighSupply_Oversupply,119.0
Ogden - UT,0.13199650629594584,0.002239933628144314,0.06767716533768264,-0.0643193409582632,Q4_HighSupply_Oversupply,88.0
Oklahoma City - OK,0.041099414278929824,0.00019602241931737652,0.038081558833516604,-0.00301785544541322,Q2_LowSupply_TightPerCap,90.0
Omaha - NE,0.11162354975859334,0.005796384377760422,0.039014962841943834,-0.07260858691664951,Q4_HighSupply_Oversupply,132.0
Orange County - CA,0.034693541657895066,0.0019367577817728104,0.011102694843652339,-0.023590846814242727,Q2_LowSupply_TightPerCap,46.0
Orlando - FL,0.1270033831117794,0.0045372425055663496,0.06704210234784114,-0.05996128076393825,Q4_HighSupply_Oversupply,127.0
Palm Beach - FL,0.09473040080962125,0.0027767978492940285,0.04113543787217755,-0.0535949629374437,Q4_HighSupply_Oversupply,12.0
Pensacola - FL,0.09254813137032847,0.0023897030340709266,0.032459109471387526,-0.06008902189894094,Q4_HighSupply_Oversupply,75.0
Philadelphia - PA,0.05947574793259758,0.0029792643698002344,0.009647991974236714,-0.049827755958360864,Q4_HighSupply_Oversupply,54.0
Phoenix - AZ,0.08288833965168596,0.0015363102045337362,0.0626335116056842,-0.02025482804600176,Q1_HighSupply_TightPerCap,50.0
Pittsburgh - PA,0.05458018483665272,0.002737523900013715,-0.005054911218310587,-0.05963509605496331,Q3_LowSupply_Stagnant,143.0
Port St. Lucie - FL,0.15355949627345145,0.0023996091627728824,0.06424337674568026,-0.08931611952777119,Q4_HighSupply_Oversupply,28.0
Portland - ME,0.07868904369854346,0.0022804801789246404,0.009370150462182147,-0.06931889323636131,Q4_HighSupply_Oversupply,55.0
Portland - OR,0.052513337779259706,0.0013434302284795335,0.03770499844025599,-0.014808339339003718,Q2_LowSupply_TightPerCap,109.0
Poughkeepsie - NY,0.026356698699830483,0.0007408347927605891,0.005536943254943694,-0.02081975544488679,Q2_LowSupply_TightPerCap,6.0
Providence - RI,0.0416527452945763,0.0009893315170185213,0.014637618442926215,-0.027015126851650084,Q2_LowSupply_TightPerCap,20.0
Provo - UT,0.2293078844095613,0.003983449415758976,0.08479570642919665,-0.14451217798036464,Q4_HighSupply_Oversupply,102.0
Raleigh - NC,0.12316118592067005,0.004497124584526807,0.0686095160443434,-0.05455166987632665,Q4_HighSupply_Oversupply,15.0
Reading - PA,0.040425722207315884,0.0006794583490461123,0.013608696117171082,-0.026817026090144802,Q2_LowSupply_TightPerCap,25.0
Reno - NV,0.059237311619380506,-4.998441637790729e-05,0.059817593010500936,0.0005802813911204296,Q1_HighSupply_TightPerCap,44.0
Richmond - VA,0.08305905673785396,0.003802194356160124,0.03195404922866185,-0.05110500750919211,Q4_HighSupply_Oversupply,149.0
Rochester - NY,0.020904872778438444,0.0010874415667460682,0.0013196310248326792,-0.019585241753605764,Q2_LowSupply_TightPerCap,61.0
Sacramento - CA,0.016713168303935655,-0.00024757488477628736,0.020943382005977007,0.004230213702041352,Q2_LowSupply_TightPerCap,77.0
Saint Louis - MO,0.04817067539218667,0.002918283468740672,-0.005378053180506992,-0.05354872857269366,Q3_LowSupply_Stagnant,134.0
Salem - OR,0.053549630581432694,0.0012706476185288668,0.03488972335211815,-0.018659907229314543,Q2_LowSupply_TightPerCap,30.0
Salinas - CA,0.006527415143603221,8.011100140134508e-06,0.006352724974179047,-0.00017469016942417426,Q2_LowSupply_TightPerCap,2.0
Salisbury - MD,0.11514997458057952,0.001806056601678336,0.04314411271764729,-0.07200586186293223,Q1_HighSupply_TightPerCap,89.0
Salt Lake City - UT,0.12799283510797088,0.005835498817685372,0.04902812407425694,-0.07896471103371394,Q4_HighSupply_Oversupply,141.0
San Antonio - TX,0.07875131028388771,0.0016530845973031644,0.05783411840367103,-0.02091719188021668,Q1_HighSupply_TightPerCap,24.0
San Diego - CA,0.04096714878507579,0.0016763466126863552,0.021100806330454303,-0.01986634245462149,Q2_LowSupply_TightPerCap,4.0
San Francisco - CA,0.03201470470710466,0.002986772822340264,0.006872186507471234,-0.025142518199633423,Q3_LowSupply_Stagnant,8.0
San Jose - CA,0.03941230486685021,0.0024184699995555975,0.009862450888870278,-0.029549853977979934,Q3_LowSupply_Stagnant,11.0
Santa Barbara - CA,0.008587376556461912,8.860541299401947e-05,0.00671185053332346,-0.0018755260231384518,Q2_LowSupply_TightPerCap,1.0
Santa Rosa - CA,0.06333729362120533,0.0031236302994581827,0.0017812998529662671,-0.06155599376823906,Q4_HighSupply_Oversupply,47.0
Sarasota - FL,0.18429079282273508,0.006659032807596041,0.04929628597549751,-0.13499450684723757,Q4_HighSupply_Oversupply,80.0
Savannah - GA,0.15266468778083375,0.009993581918837938,0.03100221365620115,-0.1216624741246326,Q4_HighSupply_Oversupply,81.0
Scranton - PA,0.003744116388532337,6.759646263631083e-05,-0.0003590546062488542,-0.004103170994781191,Q2_LowSupply_TightPerCap,85.0
Seattle - WA,0.06543702745500357,0.0020368884592854714,0.04358481875460907,-0.021852208700394504,Q1_HighSupply_TightPerCap,23.0
Shreveport - LA,0.00794229678255931,0.0009386204898792286,-0.007869712528737804,-0.015812009311297115,Q2_LowSupply_TightPerCap,96.0
Spokane - WA,0.06402809981863689,0.002106768117410923,0.032981376692170716,-0.03104672312646617,Q1_HighSupply_TightPerCap,99.0
Springfield - MA,0.01223682584153929,0.00025881907790695907,0.0055392077205898005,-0.006697618120949489,Q2_LowSupply_TightPerCap,17.0
Springfield - MO,0.05365137890816052,0.0016829211255610516,0.021557934457097305,-0.03209344445106321,Q2_LowSupply_TightPerCap,122.0
Stamford - CT,0.14826574884262067,0.006508359548293395,-0.002659231546910501,-0.15092498038953117,Q4_HighSupply_Oversupply,66.0
Stockton - CA,0.026450658686754114,-0.0002098864706080658,0.03249878643898918,0.006048127752235066,Q2_LowSupply_TightPerCap,19.0
Syracuse - NY,0.02212158160599209,0.0015964146298994147,-0.007726108291085887,-0.029847689897077978,Q2_LowSupply_TightPerCap,87.0
Tallahassee - FL,0.02509162672681131,-0.000475675628475232,0.03294730141616231,0.007855674689351,Q2_LowSupply_TightPerCap,40.0
Tampa - FL,0.11271170916115714,0.004816109338074595,0.041651137554038264,-0.07106057160711887,Q4_HighSupply_Oversupply,10.0
Toledo - OH,0.022441146991957428,0.001817950771810059,-0.004165076070024476,-0.026606223061981904,Q2_LowSupply_TightPerCap,126.0
Trenton - NJ,0.13204726983978698,0.006761790678125781,0.008702783244034729,-0.12334448659575226,Q4_HighSupply_Oversupply,37.0
Tucson - AZ,0.02894979621865912,8.609156999478396e-05,0.027838804670743178,-0.0011109915479159405,Q2_LowSupply_TightPerCap,78.0
Tulsa - OK,0.06398306375460727,0.0023408015212562014,0.025427754626007992,-0.03855530912859928,Q4_HighSupply_Oversupply,135.0
Vallejo-Fairfield - CA,0.04312513099979043,0.0010888168345697946,0.01689421928948498,-0.02623091171030545,Q2_LowSupply_TightPerCap,43.0
Ventura - CA,0.04975164236500551,0.001865429898451114,0.008053199045105153,-0.04169844331990036,Q2_LowSupply_TightPerCap,9.0
Visalia - CA,0.08459251919742372,0.0010835951817166796,0.018898504418055184,-0.06569401477936854,Q1_HighSupply_TightPerCap,106.0
Washington - DC,0.047994279144882634,0.0015573298474368807,0.030129556169760985,-0.01786472297512165,Q2_LowSupply_TightPerCap,144.0
Wichita - KS,0.07975845674627036,0.003990180019524406,0.006957889134290296,-0.07280056761198006,Q4_HighSupply_Oversupply,146.0
Winston-Salem - NC,0.02690952489202081,0.00023817234357876443,0.022061040216886818,-0.0048484846751339905,Q2_LowSupply_TightPerCap,13.0
Worcester - MA,0.05002131157522993,0.0011661141503565495,0.014356346135823816,-0.035664965439406116,Q2_LowSupply_TightPerCap,22.0
York - PA,0.10210608424336964,0.0022172224430001934,0.01960290961476141,-0.08250317462860823,Q1_HighSupply_TightPerCap,93.0
Youngstown - OH,-0.0013328890369876945,0.0005643481641119871,-0.017619523452859442,-0.016286634415871748,Q2_LowSupply_TightPerCap,105.0
