market,Empirical_Rank_5yr,Empirical_Rank_10yr,Summary_Sheet_Rank,Rank_Difference_5yr,Quadrant,Supply_Growth_5yr,UPP_Change_5yr,Absorption_Pressure,Trajectory_Score,Rank_1yr,Rank_10yr,Rent_Growth_1yr,Rent_Growth_5yr_Ann,Rent_Growth_10yr_Ann,COVID_Deviation_Flag,Supply_Shift_Flag,PreCOVID_SalePrice_AnnGrowth,COVID_SalePrice_AnnGrowth
San Jose - CA,11.0,32.0,50.5,39.5,Q3_LowSupply_Stagnant,0.0394123048668502,0.0024184699995555,-0.0295498539779799,-15.0,83.0,68.0,0.0169665628361439,0.0278810908303233,0.0260233774899416,False,False,0.0648687443943689,0.0805233588138001
Palm Beach - FL,12.0,20.0,7.0,-5.0,Q4_HighSupply_Oversupply,0.0947304008096212,0.002776797849294,-0.0535949629374437,2.0,1.0,3.0,0.0397324626044601,0.0337755829924573,0.0312095498498796,True,False,0.0743512021474814,0.1993347738810005
Winston-Salem - NC,13.0,11.0,27.0,14.0,Q2_LowSupply_TightPerCap,0.0269095248920208,0.0002381723435787,-0.0048484846751339,-66.0,92.0,26.0,0.0152947098349096,0.0288129106199974,0.0277378740349598,True,True,0.0656115089704736,0.1662318604102335
Fresno - CA,14.0,13.0,17.0,3.0,Q2_LowSupply_TightPerCap,0.0116490460137317,-0.0009156541039594,0.0169597137342423,-5.0,23.0,18.0,0.0246174511462069,0.0291478053138694,0.0281624522174797,True,False,0.0666491476613664,0.1609938535382473
Raleigh - NC,15.0,14.0,3.0,-12.0,Q4_HighSupply_Oversupply,0.12316118592067,0.0044971245845268,-0.0545516698763266,-140.0,144.0,4.0,0.0054586086921941,0.0306769868369862,0.0312091657463435,True,True,0.0618664902131111,0.1726770756992837
Austin - TX,16.0,17.0,1.0,-15.0,Q4_HighSupply_Oversupply,0.1284570529717905,0.0042435346371148,-0.0364066261457891,-100.0,110.0,10.0,0.0140068733881899,0.0300911459870305,0.0286977989811909,True,True,0.0651822921054061,0.1521004718189458
Springfield - MA,17.0,35.0,65.0,48.0,Q2_LowSupply_TightPerCap,0.0122368258415392,0.0002588190779069,-0.0066976181209494,22.0,6.0,28.0,0.0295528793427606,0.0308143160146701,0.0275261636142298,True,True,0.0488304527876013,0.1254117556219003
Manchester - NH,18.0,56.0,41.0,23.0,Q1_HighSupply_TightPerCap,0.0586009082941598,0.0022218676312215,-0.0387893100282965,17.0,49.0,66.0,0.0216502388198354,0.0285255629192744,0.0261455716592995,True,True,0.0658002915224267,0.1663360698600362
Stockton - CA,19.0,16.0,6.0,-13.0,Q2_LowSupply_TightPerCap,0.0264506586867541,-0.000209886470608,0.006048127752235,-4.0,17.0,13.0,0.0258954134408744,0.029519429768019,0.0283906768184258,False,False,0.0804690473136156,0.1336139153707012
Providence - RI,20.0,57.0,34.0,14.0,Q2_LowSupply_TightPerCap,0.0416527452945763,0.0009893315170185,-0.02701512685165,27.0,37.0,64.0,0.0232947688342746,0.0288310149681434,0.0262416801862428,True,False,0.0640208599480998,0.151219506901709
Gulfport-Biloxi-Pascagoula - MS,21.0,18.0,57.0,36.0,Q2_LowSupply_TightPerCap,0.0112453580208169,0.0005610416297364,-0.011874069820748,-50.0,73.0,23.0,0.0184972872183124,0.0295125420438477,0.0278640015372311,True,False,0.0414630618890754,0.1244689894115758
Worcester - MA,22.0,66.0,44.0,22.0,Q2_LowSupply_TightPerCap,0.0500213115752299,0.0011661141503565,-0.0356649654394061,48.0,36.0,84.0,0.0233583307296698,0.0282457525660275,0.0255687610392294,True,True,0.0570753408090445,0.1235275932577397
Seattle - WA,23.0,10.0,18.0,-5.0,Q1_HighSupply_TightPerCap,0.0654370274550035,0.0020368884592854,-0.0218522087003945,-100.0,109.0,9.0,0.0141044506337162,0.0288891575018876,0.0289475962412741,False,False,0.0757286654506839,0.1175212594190511
San Antonio - TX,24.0,39.0,4.0,-20.0,Q1_HighSupply_TightPerCap,0.0787513102838877,0.0016530845973031,-0.0209171918802166,-94.0,136.0,42.0,0.0109724597131575,0.0284483650052547,0.026817471341612,True,True,0.0411239010958248,0.1391216234207062
Reading - PA,25.0,53.0,56.0,31.0,Q2_LowSupply_TightPerCap,0.0404257222073158,0.0006794583490461,-0.0268170260901448,14.0,34.0,48.0,0.0235867456832481,0.0292432011698791,0.0267263184124346,True,True,0.0484462993027932,0.1060510115894646
Louisville - KY,26.0,22.0,42.0,16.0,Q3_LowSupply_Stagnant,0.056617000795212,0.0024298387719973,-0.034686423902241,-60.0,85.0,25.0,0.0166954805732133,0.0290337654633814,0.0278296089080078,True,False,0.0610248026032604,0.1448848248592034
Bakersfield - CA,27.0,19.0,29.0,2.0,Q2_LowSupply_TightPerCap,0.0238349885408708,-2.263609669160213e-05,0.0008097820413339,2.0,10.0,12.0,0.0277570394835631,0.0298053674987006,0.0284024139173357,True,False,0.0533201529281073,0.1464269110071778
Port St. Lucie - FL,28.0,29.0,12.0,-16.0,Q4_HighSupply_Oversupply,0.1535594962734514,0.0023996091627728,-0.0893161195277711,-62.0,81.0,19.0,0.0171052071885098,0.0287935068749638,0.0280793355425916,False,True,0.0856233026729837,0.1492013110702394
Lancaster - PA,29.0,62.0,53.5,24.5,Q4_HighSupply_Oversupply,0.0969929092697066,0.0025549017866001,-0.0759382025701898,27.0,24.0,51.0,0.0244760350856465,0.0291438707371942,0.0266644622299156,False,False,0.0758706126495114,0.136995152787763
Salem - OR,30.0,48.0,26.0,-4.0,Q2_LowSupply_TightPerCap,0.0535496305814326,0.0012706476185288,-0.0186599072293145,19.0,15.0,34.0,0.0261495894104724,0.0285678880361002,0.027268914463675,False,False,0.0817548499863274,0.1328874241419368
Mobile - AL,31.0,26.0,82.0,51.0,Q2_LowSupply_TightPerCap,0.0067549551151009,-0.0003393189130519,0.006323269846072,-74.0,118.0,44.0,0.0132256341636141,0.0280378232321052,0.0267832042894591,True,False,0.0563970308120027,0.1596515495431343
Fayetteville - NC,32.0,23.0,72.0,40.0,Q3_LowSupply_Stagnant,0.0509284650944135,0.0022635915724799,-0.0355360837257583,-62.0,99.0,37.0,0.0146548285765053,0.0281566811645197,0.0270740018959498,True,True,0.0544477238797374,0.2207909608331397
Chattanooga - TN,33.0,27.0,32.0,-1.0,Q4_HighSupply_Oversupply,0.0722383337727392,0.0024364235264322,-0.0480689152877911,-74.0,105.0,31.0,0.0142875705198799,0.0282288691230609,0.027411421381795,True,True,0.060716220663721,0.2032089474427636
Melbourne - FL,34.0,36.0,28.0,-6.0,Q4_HighSupply_Oversupply,0.1050811641532993,0.0028199378313275,-0.0615484521919211,-48.0,87.0,39.0,0.0157945036012066,0.0278952330105552,0.0270170512256329,False,True,0.0998855219386289,0.1922114010427145
Fort Lauderdale - FL,35.0,34.0,46.5,11.5,Q4_HighSupply_Oversupply,0.112187487071997,0.0071334831070056,-0.0994318048268525,-4.0,11.0,7.0,0.0272608311570086,0.0302295912811203,0.0293791835479595,True,False,0.057046414359829,0.1561774265686182
Northwest Arkansas - AR,36.0,24.0,20.0,-16.0,Q4_HighSupply_Oversupply,0.1330730619074176,0.0056879764352459,-0.0839602978825964,-76.0,93.0,17.0,0.0151624811298636,0.0285705533969853,0.028220702557226,True,False,0.0615418156045379,0.1240197003817746
Trenton - NJ,37.0,92.0,87.0,50.0,Q4_HighSupply_Oversupply,0.1320472698397869,0.0067617906781257,-0.1233444865957522,72.0,20.0,92.0,0.0253238513073215,0.0282554470490579,0.0252991529533574,False,False,0.0663792186950187,0.119441132190323
Minneapolis - MN,38.0,114.0,67.0,29.0,Q4_HighSupply_Oversupply,0.0712462166991156,0.003060923373588,-0.041468834262315,107.0,4.0,111.0,0.0325483074528389,0.027913839283518,0.0241447061928594,False,False,0.0536209224150099,0.0889982688206798
Norfolk - VA,39.0,41.0,91.0,52.0,Q3_LowSupply_Stagnant,0.0456862480019721,0.0024024128858178,-0.0343524084676771,-15.0,29.0,14.0,0.0239498345319986,0.0293477010489326,0.0283374771452928,True,False,0.052193358883275,0.1617656982222497
Tallahassee - FL,40.0,38.0,30.0,-10.0,Q2_LowSupply_TightPerCap,0.0250916267268113,-0.0004756756284752,0.007855674689351,-52.0,98.0,46.0,0.014660152133882,0.0277708937174325,0.0267634059111507,True,True,0.063550769332983,0.1377277565894388
Knoxville - TN,41.0,28.0,52.0,11.0,Q4_HighSupply_Oversupply,0.0924543768065921,0.0030795558836306,-0.0647309379033507,-96.0,123.0,27.0,0.0129195481101151,0.0279871666699138,0.02760598166859,True,False,0.070904012676596,0.1680396595510058
Greenville - SC,42.0,31.0,21.5,-20.5,Q1_HighSupply_TightPerCap,0.0724311180246384,0.0018627298559911,-0.03417795716726,-90.0,126.0,36.0,0.0125474058976788,0.0277706662481418,0.0271655067656761,True,True,0.0655517609132603,0.1420895323912558
Vallejo-Fairfield - CA,43.0,44.0,71.0,28.0,Q2_LowSupply_TightPerCap,0.0431251309997904,0.0010888168345697,-0.0262309117103054,-3.0,63.0,60.0,0.020531197832462,0.0271105479893851,0.0263348241590273,False,True,0.1064689001371408,0.1308278396505082
Reno - NV,44.0,49.0,5.0,-39.0,Q1_HighSupply_TightPerCap,0.0592373116193805,-4.998441637790729e-05,0.0005802813911204,-11.0,66.0,55.0,0.0193730870639889,0.0271083100282349,0.026451079627104,False,True,0.0980737054704157,0.1638290662733166
Charleston - SC,45.0,37.0,10.0,-35.0,Q4_HighSupply_Oversupply,0.0833651604746414,0.0025816395265344,-0.0309863106562076,-90.0,137.0,47.0,0.0107936613600734,0.0270543088709103,0.0267414239130929,True,False,0.0727528495490652,0.1573825582061108
Orange County - CA,46.0,15.0,75.0,29.0,Q2_LowSupply_TightPerCap,0.034693541657895,0.0019367577817728,-0.0235908468142427,-62.0,77.0,15.0,0.01763253703704,0.0280163629480436,0.0283367001318575,True,False,0.0668324962774071,0.1486477690749699
Santa Rosa - CA,47.0,45.0,98.0,51.0,Q4_HighSupply_Oversupply,0.0633372936212053,0.0031236302994581,-0.061555993768239,-6.0,58.0,52.0,0.0209337935413869,0.0273734858110683,0.026606185930418,False,True,0.0773855574703776,0.1085681299252832
Brownsville-Harlingen - TX,48.0,46.0,58.0,10.0,Q2_LowSupply_TightPerCap,0.0094055337412108,0.000182073931772,-0.00710413688605,-13.0,35.0,22.0,0.0234330343653148,0.0291131844023959,0.0278777415718536,True,False,0.0351689605932574,0.1207227319617472
Montgomery - AL,49.0,43.0,80.0,31.0,Q2_LowSupply_TightPerCap,0.0167629510370299,-0.0001035770275909,0.0019500677271526,-30.0,86.0,56.0,0.0158650035598508,0.0278759021052743,0.0264308314516972,True,False,0.0276434784430104,0.13207158292477
Phoenix - AZ,50.0,7.0,8.0,-42.0,Q1_HighSupply_TightPerCap,0.0828883396516859,0.0015363102045337,-0.0202548280460017,-144.0,150.0,6.0,-0.0091647692521692,0.0282315415353482,0.0303199859112626,True,True,0.0983646466133949,0.2420036447480715
Greensboro - NC,51.0,33.0,92.0,41.0,Q4_HighSupply_Oversupply,0.0696421168992675,0.0034219454796395,-0.054700082027365,-86.0,131.0,45.0,0.011749284061473,0.0275943117218535,0.0267663307141423,True,False,0.0725296532387971,0.1761509023713938
Lehigh Valley - PA,52.0,74.0,66.0,14.0,Q4_HighSupply_Oversupply,0.0747517127834722,0.0027402304955973,-0.064322309330004,20.0,50.0,70.0,0.0215919124845034,0.0283032677390628,0.0260124823528158,True,False,0.0486298673254814,0.1265622282200147
Columbia - SC,53.0,42.0,45.0,-8.0,Q1_HighSupply_TightPerCap,0.072406523372186,0.0019258686391334,-0.0416018450591464,-62.0,100.0,38.0,0.0145480242491864,0.0279040090797548,0.0270234145396262,True,True,0.0709722199193403,0.1626752788597507
Philadelphia - PA,54.0,52.0,79.0,25.0,Q4_HighSupply_Oversupply,0.0594757479325975,0.0029792643698002,-0.0498277559583608,-11.0,51.0,40.0,0.0215131866932032,0.0285528902520857,0.0269916218958674,True,True,0.0456636514382129,0.1399722588429286
Portland - ME,55.0,89.0,78.0,23.0,Q4_HighSupply_Oversupply,0.0786890436985434,0.0022804801789246,-0.0693188932363613,45.0,22.0,67.0,0.0246247561924717,0.0287348268975176,0.0260926573410913,True,True,0.0359752530176598,0.1333443316224585
Memphis - TN,56.0,51.0,95.5,39.5,Q2_LowSupply_TightPerCap,0.0193330346533688,0.0007463786956067,-0.0098431716372191,-52.0,143.0,91.0,0.0056140510604008,0.0254904185824778,0.0253429586022093,True,True,0.0599775539143501,0.1575292297916968
Augusta - GA,57.0,50.0,77.0,20.0,Q2_LowSupply_TightPerCap,0.045191819105691,0.0011030004000594,-0.0226582437622657,-24.0,89.0,65.0,0.0156895153028706,0.0274510268782783,0.0261994881959186,True,False,0.0590054411249514,0.1546016459139252
Buffalo - NY,58.0,97.0,106.0,48.0,Q4_HighSupply_Oversupply,0.0636871042985671,0.002746132914708,-0.0656494826280675,63.0,19.0,82.0,0.0254784810642423,0.0284592064353041,0.0256015140272865,False,False,0.0565644726474701,0.0899341710363705
Harrisburg - PA,59.0,91.0,74.0,15.0,Q2_LowSupply_TightPerCap,0.0474885569742231,0.0017397017432541,-0.0324118037407472,31.0,57.0,88.0,0.0209935256137292,0.027884798620323,0.0254394490984333,True,True,0.0606564934650959,0.1227647751873965
Cleveland - OH,60.0,86.0,124.0,64.0,Q3_LowSupply_Stagnant,0.033696952125539,0.0030289461974086,-0.0447603229608891,12.0,74.0,86.0,0.0183630681499735,0.0280639536478628,0.0254738104254479,True,True,0.0448613723197648,0.1024739926464373
Rochester - NY,61.0,98.0,107.5,46.5,Q2_LowSupply_TightPerCap,0.0209048727784384,0.001087441566746,-0.0195852417536057,64.0,25.0,89.0,0.0243373856245776,0.0283108573937775,0.0253931594803706,False,False,0.0607445816107456,0.1027157867481078
Albany - NY,62.0,96.0,110.0,48.0,Q3_LowSupply_Stagnant,0.0437850950854157,0.0024201124871238,-0.0371718225818022,50.0,31.0,81.0,0.0237473459550432,0.0284155531694323,0.0256226156842325,False,False,0.0498731059739621,0.0890450715574293
Naples - FL,63.0,58.0,23.0,-40.0,Q4_HighSupply_Oversupply,0.1405374426897605,0.0034508005449711,-0.0937542765301633,-37.0,94.0,57.0,0.0150260628441161,0.0270327854841458,0.0264097821860929,True,False,0.0797387392289108,0.1969196573384741
Long Island - NY,64.0,87.0,94.0,30.0,Q2_LowSupply_TightPerCap,0.0557979996943505,0.001097158457657,-0.0543125760153779,49.0,9.0,58.0,0.0285956502502695,0.0287496112543772,0.0263901882567225,False,False,0.0589470650747423,0.1143339768740694
Columbus - OH,65.0,54.0,60.0,-5.0,Q4_HighSupply_Oversupply,0.0931143987136247,0.0047010206642093,-0.0489483672423685,-38.0,79.0,41.0,0.0174034511768081,0.0279724036812714,0.0268599525251236,False,False,0.0686802565611992,0.1172345483641557
Stamford - CT,66.0,135.0,115.0,49.0,Q4_HighSupply_Oversupply,0.1482657488426206,0.0065083595482933,-0.1509249803895311,113.0,8.0,121.0,0.0287104164792761,0.0277268314022702,0.0234321032039377,True,False,0.0280909902432209,0.1028401501048423
Chicago - IL,67.0,116.0,130.0,63.0,Q3_LowSupply_Stagnant,0.055563572634445,0.0043866644099693,-0.0707442674096007,112.0,5.0,117.0,0.0306499509616875,0.0274031916514401,0.0238567292666966,True,False,0.0434940289853342,0.0974687420043076
Indianapolis - IN,68.0,82.0,33.0,-35.0,Q2_LowSupply_TightPerCap,0.0532406220992147,0.0020456017488661,-0.0262324173405459,42.0,27.0,69.0,0.0241348240006351,0.0284057912269763,0.0260147356196611,True,True,0.0624620042566665,0.1533902635828525
Detroit - MI,69.0,102.0,93.0,24.0,Q2_LowSupply_TightPerCap,0.0305326508320662,0.0014347835444277,-0.0269136458189502,76.0,30.0,106.0,0.0238299697891306,0.0271101680787757,0.024479949473978,True,False,0.0661646789829728,0.1369389535773775
Boise - ID,70.0,69.0,16.0,-54.0,Q1_HighSupply_TightPerCap,0.1018655403027102,0.0016846334762563,-0.0360615976406704,11.0,62.0,73.0,0.0206253948582633,0.026555327557707,0.0258865158530665,True,False,0.0881754965699277,0.2453902882196268
Jacksonville - FL,71.0,25.0,24.5,-46.5,Q4_HighSupply_Oversupply,0.1048011944051547,0.0031729599301813,-0.046321948771699,-115.0,139.0,24.0,0.0103902096816976,0.027435845977257,0.0278474033226376,True,True,0.0797391868379042,0.1926051086875035
Baltimore - MD,72.0,61.0,105.0,33.0,Q2_LowSupply_TightPerCap,0.041498032080796,0.0021584178830822,-0.0289070474784332,-19.0,72.0,53.0,0.0185349425433127,0.027839126066137,0.0266043377018718,True,True,0.0330470558794588,0.1246448161261577
Little Rock - AR,73.0,60.0,63.0,-10.0,Q2_LowSupply_TightPerCap,0.0136717316303309,-0.0007196203693412,0.0104171146324314,-47.0,122.0,75.0,0.0129638983489932,0.0269419873381082,0.0258680605580032,True,False,0.044498666397281,0.138482369386468
Las Vegas - NV,74.0,21.0,11.0,-63.0,Q2_LowSupply_TightPerCap,0.0458890619038288,-0.0005504471448977,0.0071228336223103,-112.0,141.0,29.0,0.0093953511301732,0.0265895636485955,0.0274891654706048,True,False,0.0967429242856816,0.1981275947804233
Pensacola - FL,75.0,55.0,69.0,-6.0,Q4_HighSupply_Oversupply,0.0925481313703284,0.0023897030340709,-0.0600890218989409,-60.0,119.0,59.0,0.0130139717707438,0.0270367237845967,0.0263384379431703,True,False,0.0818377181197842,0.1711951918538157
New Haven - CT,76.0,107.0,119.0,43.0,Q4_HighSupply_Oversupply,0.0822141119221411,0.0042917220980211,-0.0893887266394303,65.0,33.0,98.0,0.0237105868744815,0.0278787698286397,0.0251174020864652,True,False,0.038721643247386,0.107934630279598
Sacramento - CA,77.0,12.0,43.0,-34.0,Q2_LowSupply_TightPerCap,0.0167131683039356,-0.0002475748847762,0.0042302137020413,-112.0,128.0,16.0,0.012229022747231,0.0270018031479239,0.0283007296698631,False,True,0.1019582404343908,0.1554599421877445
Tucson - AZ,78.0,78.0,70.0,-8.0,Q2_LowSupply_TightPerCap,0.0289497962186591,8.609156999478396e-05,-0.0011109915479159,43.0,67.0,110.0,0.0193577597847836,0.0253754099944205,0.024172673787105,True,False,0.0816933304951972,0.2174395021208348
Dallas-Fort Worth - TX,79.0,40.0,14.0,-65.0,Q4_HighSupply_Oversupply,0.0922218153386316,0.0025958718634207,-0.0254816536615591,-97.0,127.0,30.0,0.0125187223803013,0.0274171001148382,0.0274625958442442,True,False,0.0693563544874533,0.1580058646469762
Sarasota - FL,80.0,65.0,31.0,-49.0,Q4_HighSupply_Oversupply,0.184290792822735,0.006659032807596,-0.1349945068472375,-14.0,91.0,77.0,0.0153989455486738,0.0264859911605426,0.0256882103733895,True,True,0.0649998067730237,0.1911400032855776
Savannah - GA,81.0,59.0,49.0,-32.0,Q4_HighSupply_Oversupply,0.1526646877808337,0.0099935819188379,-0.1216624741246326,-55.0,116.0,61.0,0.0132773375367913,0.0266547747173113,0.0263326272333319,True,True,0.0572631452037104,0.1577097881021794
Cincinnati - OH,82.0,71.0,102.0,20.0,Q4_HighSupply_Oversupply,0.0717718416692909,0.0036841847763302,-0.058148397756579,20.0,54.0,74.0,0.0212705179927084,0.0274386818057512,0.0258743269482908,True,True,0.0544950900579981,0.1105517004698419
Colorado Springs - CO,83.0,80.0,37.0,-46.0,Q4_HighSupply_Oversupply,0.1061722302513306,0.0040278357152403,-0.0582426611529989,-7.0,114.0,107.0,0.0134497957313584,0.0245843607497686,0.0243630676384396,False,True,0.1087662798571285,0.1984273925130606
Jackson - MS,84.0,73.0,116.0,32.0,Q2_LowSupply_TightPerCap,0.0112228438068435,0.0003473951131649,-0.0068020146769072,-4.0,103.0,99.0,0.0144002959354674,0.026361297170462,0.0250782640072679,True,False,0.0537406658548276,0.1187634481986092
Scranton - PA,85.0,104.0,107.5,22.5,Q2_LowSupply_TightPerCap,0.0037441163885323,6.759646263631083e-05,-0.0041031709947811,57.0,56.0,113.0,0.0210424845961842,0.0267706616481333,0.0241074329467676,True,False,0.0252668926719061,0.1335502960766628
El Paso - TX,86.0,64.0,73.0,-13.0,Q2_LowSupply_TightPerCap,0.0348117856768375,0.0007127752359469,-0.0134670470951343,-5.0,59.0,54.0,0.0207929471634944,0.0274615079201814,0.0265271658704351,True,True,0.0436225205387745,0.1718434203341547
Syracuse - NY,87.0,105.0,128.5,41.5,Q2_LowSupply_TightPerCap,0.022121581605992,0.0015964146298994,-0.0298476898970779,80.0,28.0,108.0,0.0240914213718101,0.0273029575280259,0.0243316074620625,True,False,0.0632715421311824,0.1373898897025307
Ogden - UT,88.0,83.0,35.0,-53.0,Q4_HighSupply_Oversupply,0.1319965062959458,0.0022399336281443,-0.0643193409582632,21.0,76.0,97.0,0.0179605159144886,0.0256053889263125,0.0251286660944098,True,False,0.0964721201717166,0.1939402080295387
Salisbury - MD,89.0,119.0,40.0,-49.0,Q1_HighSupply_TightPerCap,0.1151499745805795,0.0018060566016783,-0.0720058618629322,47.0,32.0,79.0,0.023727011724862,0.0283229921470975,0.0256534995879653,True,True,0.0379049368429174,0.0782827260294833
Oklahoma City - OK,90.0,81.0,48.0,-42.0,Q2_LowSupply_TightPerCap,0.0410994142789298,0.0001960224193173,-0.0030178554454132,-5.0,95.0,90.0,0.0149699399950775,0.0264440787469288,0.0253469296116264,True,False,0.0550136293043097,0.1323430365595863
Beaumont - TX,91.0,93.0,128.5,37.5,Q2_LowSupply_TightPerCap,0.0067045698347993,0.0010256405584261,-0.0221978630610211,48.0,48.0,96.0,0.0218710254888792,0.0268043996369728,0.0251888985497179,True,False,0.0469269403888001,0.1168861109022669
Lafayette - LA,92.0,63.0,134.5,42.5,Q4_HighSupply_Oversupply,0.0696792827486612,0.0024910369176187,-0.0715553408613139,-72.0,115.0,43.0,0.0133375098674297,0.0278767835495818,0.0268023424377796,True,True,0.0183001336288968,0.0832117433758576
York - PA,93.0,109.0,101.0,8.0,Q1_HighSupply_TightPerCap,0.1021060842433696,0.0022172224430001,-0.0825031746286082,45.0,42.0,87.0,0.0225845920878886,0.0278092885991683,0.0254504751292414,True,True,0.0486263154162533,0.1447004974902457
Daytona Beach - FL,94.0,68.0,59.0,-35.0,Q4_HighSupply_Oversupply,0.1626358922896804,0.0043369116049299,-0.1112058684105856,-39.0,102.0,63.0,0.0144949128825722,0.0268794998471366,0.0262756596524214,True,False,0.0662924207938093,0.1995326337814784
Durham - NC,95.0,70.0,81.0,-14.0,Q4_HighSupply_Oversupply,0.1932257366354388,0.0153858324346854,-0.1539639761794702,-62.0,142.0,80.0,0.0087139712527546,0.0255278557068343,0.0256453788893604,True,True,0.0557562871753043,0.1583582741702989
Shreveport - LA,96.0,90.0,134.5,38.5,Q2_LowSupply_TightPerCap,0.0079422967825593,0.0009386204898792,-0.0158120093112971,-28.0,130.0,102.0,0.011875625067776,0.0264503080771774,0.0249575330473987,False,True,0.03366411032324,0.0615790323776253
Lakeland - FL,97.0,67.0,38.0,-59.0,Q4_HighSupply_Oversupply,0.2183928518419569,0.0049294196585358,-0.1342818995608592,-34.0,96.0,62.0,0.0147208304602277,0.0266838206665274,0.0262873496951383,True,True,0.0687638744092415,0.184985699838323
Fort Myers - FL,98.0,85.0,36.0,-62.0,Q4_HighSupply_Oversupply,0.271674110163757,0.0084335031137645,-0.205171799450466,0.0,104.0,104.0,0.0142939270285429,0.0251804747230035,0.0248415924479843,True,False,0.0922915864967868,0.2082870540776813
Spokane - WA,99.0,88.0,83.0,-16.0,Q1_HighSupply_TightPerCap,0.0640280998186368,0.0021067681174109,-0.0310467231264661,14.0,64.0,78.0,0.0205139795227331,0.0266278089581915,0.0256849500187399,True,False,0.0753986578467365,0.1537571924693375
Asheville - NC,100.0,79.0,76.0,-24.0,Q4_HighSupply_Oversupply,0.1791604852081334,0.0064900081703526,-0.1433326714983624,-32.0,117.0,85.0,0.0132554441175549,0.0259145934570357,0.025535551914956,True,False,0.077192173645896,0.1816506230485428
Birmingham - AL,101.0,75.0,112.0,11.0,Q2_LowSupply_TightPerCap,0.0513971311842065,0.0017453005297708,-0.0318131806657711,-42.0,135.0,93.0,0.0112483774226797,0.026048024073108,0.0252879264582166,True,False,0.0518192772423513,0.1085033149502618
Provo - UT,102.0,95.0,39.0,-63.0,Q4_HighSupply_Oversupply,0.2293078844095613,0.0039834494157589,-0.1445121779803646,30.0,46.0,76.0,0.0222013740418587,0.026730042247322,0.0258350806209413,True,True,0.0632773966247031,0.147961870356007
Lansing - MI,103.0,112.0,97.0,-6.0,Q2_LowSupply_TightPerCap,0.0115669047468554,7.413267042499783e-05,-0.0011236779093213,64.0,65.0,129.0,0.020098113791098,0.0251217744844098,0.0226442264614952,True,False,0.0446029851570854,0.1323979570302913
